process_id,case_id,replay_fitness,alignments_fitness,variants,actions,is_replay_fit,is_alignment_fit
62966459,4,1.0,1.0,1,4,True,True
62966459,5,1.0,1.0,1,4,True,True
30674665,1,1.0,1.0,3,3,True,True
30674665,2,1.0,1.0,3,3,True,True
30674665,3,1.0,1.0,3,3,True,True
30674665,4,1.0,1.0,3,3,True,True
13251330,1,1.0,1.0,2,3,True,True
13251330,2,1.0,1.0,2,3,True,True
13251330,3,1.0,1.0,2,3,True,True
13543080,1,1.0,1.0,4,4,True,True
13543080,2,0.8571428571428572,0.75,4,4,False,False
13543080,3,1.0,1.0,4,4,True,True
13543080,4,0.8571428571428572,0.75,4,4,False,False
23190139,1,1.0,1.0,3,3,True,True
23190139,2,1.0,1.0,3,3,True,True
23190139,3,1.0,1.0,3,3,True,True
25671101,1,1.0,1.0,4,4,True,True
25671101,2,1.0,1.0,4,4,True,True
25671101,3,0.8571428571428572,0.75,4,4,False,False
25671101,4,1.0,1.0,4,4,True,True
33439445,1,1.0,1.0,3,3,True,True
33439445,2,1.0,1.0,3,3,True,True
33439445,3,1.0,1.0,3,3,True,True
33439445,4,1.0,1.0,3,3,True,True
26380110,1,1.0,1.0,2,4,True,True
26380110,2,1.0,1.0,2,4,True,True
26380110,3,1.0,1.0,2,4,True,True
33359257,1,1.0,1.0,4,4,True,True
33359257,2,1.0,1.0,4,4,True,True
33359257,3,0.875,0.75,4,4,False,False
33359257,4,1.0,1.0,4,4,True,True
89932753,1,0.8571428571428572,0.75,4,4,False,False
89932753,2,0.8571428571428572,0.75,4,4,False,False
89932753,3,0.8571428571428572,0.75,4,4,False,False
89932753,4,0.8571428571428572,0.75,4,4,False,False
28140414,1,1.0,1.0,4,4,True,True
28140414,2,1.0,1.0,4,4,True,True
28140414,3,0.8571428571428572,0.75,4,4,False,False
28140414,4,0.7142857142857143,0.75,4,4,False,False
30759172,1,1.0,1.0,2,4,True,True
30759172,2,1.0,1.0,2,4,True,True
30759172,3,1.0,1.0,2,4,True,True
30759172,4,1.0,1.0,2,4,True,True
23097348,1,1.0,1.0,3,4,True,True
23097348,2,1.0,1.0,3,4,True,True
23097348,3,0.8571428571428572,0.75,3,4,False,False
23097348,4,1.0,1.0,3,4,True,True
29327419,1,1.0,1.0,5,4,True,True
29327419,2,1.0,1.0,5,4,True,True
29327419,3,1.0,1.0,5,4,True,True
29327419,4,1.0,1.0,5,4,True,True
29327419,5,1.0,1.0,5,4,True,True
13587508,1,1.0,1.0,2,4,True,True
13587508,2,0.8571428571428572,0.75,2,4,False,False
13587508,3,1.0,1.0,2,4,True,True
13587508,4,0.8571428571428572,0.75,2,4,False,False
91590573,1,1.0,1.0,4,5,True,True
91590573,2,0.875,0.8,4,5,False,False
91590573,3,1.0,1.0,4,5,True,True
91590573,4,0.875,0.8,4,5,False,False
16283641,1,1.0,1.0,2,3,True,True
16283641,2,1.0,1.0,2,3,True,True
16283641,3,1.0,1.0,2,3,True,True
16283641,4,1.0,1.0,2,3,True,True
21790319,1,1.0,1.0,1,3,True,True
21790319,2,1.0,1.0,1,3,True,True
21790319,3,1.0,1.0,1,3,True,True
21790319,4,1.0,1.0,1,3,True,True
21790319,5,1.0,1.0,1,3,True,True
30848933,1,1.0,1.0,2,3,True,True
30848933,2,1.0,1.0,2,3,True,True
30848933,3,1.0,1.0,2,3,True,True
30848933,4,1.0,1.0,2,3,True,True
69499607,1,1.0,1.0,1,5,True,True
69499607,2,1.0,1.0,1,5,True,True
69499607,3,1.0,1.0,1,5,True,True
69499607,4,1.0,1.0,1,5,True,True
69499607,5,1.0,1.0,1,5,True,True
69499607,6,1.0,1.0,1,5,True,True
69499607,7,1.0,1.0,1,5,True,True
11576405,1,0.8571428571428572,0.75,3,4,False,False
11576405,2,1.0,1.0,3,4,True,True
11576405,3,1.0,1.0,3,4,True,True
11576405,4,1.0,1.0,3,4,True,True
14392782,1,1.0,1.0,1,3,True,True
14392782,2,1.0,1.0,1,3,True,True
16980316,1,1.0,1.0,3,3,True,True
16980316,2,1.0,1.0,3,3,True,True
16980316,3,1.0,1.0,3,3,True,True
29345727,1,1.0,1.0,4,3,True,True
29345727,2,1.0,1.0,4,3,True,True
29345727,3,0.8333333333333334,0.6666666666666667,4,3,False,False
29345727,4,0.8333333333333334,0.6666666666666667,4,3,False,False
26305900,1,1.0,1.0,2,4,True,True
26305900,2,1.0,1.0,2,4,True,True
26305900,3,1.0,1.0,2,4,True,True
26305900,4,1.0,1.0,2,4,True,True
26739474,1,1.0,1.0,4,4,True,True
26739474,2,1.0,1.0,4,4,True,True
26739474,3,0.875,0.75,4,4,False,False
26739474,4,1.0,1.0,4,4,True,True
28638698,1,1.0,1.0,2,3,True,True
28638698,2,1.0,1.0,2,3,True,True
28638698,3,1.0,1.0,2,3,True,True
27485626,1,1.0,1.0,4,3,True,True
27485626,2,1.0,1.0,4,3,True,True
27485626,3,0.8333333333333334,0.6666666666666667,4,3,False,False
27485626,4,0.8333333333333334,0.6666666666666667,4,3,False,False
21794459,1,1.0,1.0,2,4,True,True
21794459,2,1.0,1.0,2,4,True,True
21794459,3,1.0,1.0,2,4,True,True
21794459,4,1.0,1.0,2,4,True,True
21433404,1,1.0,1.0,2,4,True,True
21433404,2,1.0,1.0,2,4,True,True
21433404,3,1.0,1.0,2,4,True,True
17604395,1,1.0,1.0,4,4,True,True
17604395,2,1.0,1.0,4,4,True,True
17604395,3,0.8571428571428572,0.75,4,4,False,False
17604395,4,0.7142857142857143,0.75,4,4,False,False
17308325,1,1.0,1.0,2,3,True,True
17308325,2,1.0,1.0,2,3,True,True
17308325,3,1.0,1.0,2,3,True,True
17308325,4,1.0,1.0,2,3,True,True
31847149,1,1.0,1.0,4,4,True,True
31847149,2,1.0,1.0,4,4,True,True
31847149,3,1.0,1.0,4,4,True,True
31847149,4,1.0,1.0,4,4,True,True
19574598,1,0.9090909090909091,0.875,4,8,False,False
19574598,2,0.8181818181818181,0.75,4,8,False,False
19574598,3,0.9090909090909091,0.875,4,8,False,False
19574598,4,0.9090909090909091,0.875,4,8,False,False
20681073,1,1.0,1.0,2,3,True,True
20681073,2,1.0,1.0,2,3,True,True
20681073,3,1.0,1.0,2,3,True,True
20681073,4,1.0,1.0,2,3,True,True
67337974,1,1.0,1.0,3,4,True,True
67337974,2,1.0,1.0,3,4,True,True
67337974,3,1.0,1.0,3,4,True,True
67337974,4,1.0,1.0,3,4,True,True
24276856,1,1.0,1.0,3,4,True,True
24276856,2,1.0,1.0,3,4,True,True
24276856,3,1.0,1.0,3,4,True,True
24276856,4,1.0,1.0,3,4,True,True
77117864,1,1.0,1.0,1,4,True,True
77117864,2,1.0,1.0,1,4,True,True
77117864,3,1.0,1.0,1,4,True,True
77117864,4,1.0,1.0,1,4,True,True
77117864,5,1.0,1.0,1,4,True,True
30066404,1,1.0,1.0,3,4,True,True
30066404,2,1.0,1.0,3,4,True,True
30066404,3,1.0,1.0,3,4,True,True
33534363,1,1.0,1.0,2,4,True,True
33534363,2,1.0,1.0,2,4,True,True
33534363,3,1.0,1.0,2,4,True,True
33534363,4,1.0,1.0,2,4,True,True
23228967,1,1.0,1.0,2,4,True,True
23228967,2,1.0,1.0,2,4,True,True
23228967,3,1.0,1.0,2,4,True,True
23228967,4,1.0,1.0,2,4,True,True
15284557,1,1.0,1.0,2,3,True,True
15284557,2,1.0,1.0,2,3,True,True
15284557,3,1.0,1.0,2,3,True,True
15284557,4,1.0,1.0,2,3,True,True
22976614,1,0.8571428571428572,0.75,1,4,False,False
22976614,2,0.8571428571428572,0.75,1,4,False,False
23155749,1,0.9,0.8571428571428572,3,7,False,False
23155749,2,0.9,0.8571428571428572,3,7,False,False
23155749,3,1.0,1.0,3,7,True,True
23155749,4,1.0,1.0,3,7,True,True
19318543,1,1.0,1.0,2,3,True,True
19318543,2,1.0,1.0,2,3,True,True
19318543,3,1.0,1.0,2,3,True,True
19318543,4,1.0,1.0,2,3,True,True
84887300,1,1.0,1.0,2,3,True,True
84887300,2,1.0,1.0,2,3,True,True
84887300,3,1.0,1.0,2,3,True,True
84887300,4,1.0,1.0,2,3,True,True
84887300,5,1.0,1.0,2,3,True,True
22328789,1,0.8571428571428572,0.75,2,4,False,False
22328789,2,0.8571428571428572,0.75,2,4,False,False
22328789,3,0.8571428571428572,0.75,2,4,False,False
22328789,4,0.8571428571428572,0.75,2,4,False,False
18169831,1,1.0,1.0,4,4,True,True
18169831,2,1.0,1.0,4,4,True,True
18169831,3,0.8571428571428572,0.75,4,4,False,False
18169831,4,1.0,1.0,4,4,True,True
14394517,1,1.0,1.0,1,3,True,True
14394517,2,1.0,1.0,1,3,True,True
14394517,3,1.0,1.0,1,3,True,True
14394517,4,1.0,1.0,1,3,True,True
14394517,5,1.0,1.0,1,3,True,True
14394517,6,1.0,1.0,1,3,True,True
14394517,7,1.0,1.0,1,3,True,True
14394517,8,1.0,1.0,1,3,True,True
14394517,9,1.0,1.0,1,3,True,True
12347598,1,1.0,1.0,1,3,True,True
12347598,2,1.0,1.0,1,3,True,True
12347598,3,1.0,1.0,1,3,True,True
12347598,4,1.0,1.0,1,3,True,True
12347598,5,1.0,1.0,1,3,True,True
17047996,1,0.8571428571428572,0.75,2,4,False,False
17047996,2,0.8571428571428572,0.75,2,4,False,False
17047996,3,0.8571428571428572,0.75,2,4,False,False
17047996,4,0.8571428571428572,0.75,2,4,False,False
20897254,1,1.0,1.0,2,4,True,True
20897254,2,1.0,1.0,2,4,True,True
20897254,3,1.0,1.0,2,4,True,True
11848227,1,1.0,1.0,1,3,True,True
11848227,2,1.0,1.0,1,3,True,True
11848227,3,1.0,1.0,1,3,True,True
11848227,4,1.0,1.0,1,3,True,True
11848227,5,1.0,1.0,1,3,True,True
11848227,6,1.0,1.0,1,3,True,True
11848227,7,1.0,1.0,1,3,True,True
11848227,8,1.0,1.0,1,3,True,True
11848227,9,1.0,1.0,1,3,True,True
12527002,1,1.0,1.0,4,4,True,True
12527002,2,1.0,1.0,4,4,True,True
12527002,3,1.0,1.0,4,4,True,True
12527002,4,0.8571428571428572,0.75,4,4,False,False
13787129,1,1.0,1.0,4,4,True,True
13787129,2,0.8571428571428572,0.75,4,4,False,False
13787129,3,1.0,1.0,4,4,True,True
13787129,4,0.8571428571428572,0.75,4,4,False,False
24782437,1,0.8571428571428572,0.75,4,4,False,False
24782437,2,1.0,1.0,4,4,True,True
24782437,3,1.0,1.0,4,4,True,True
24782437,4,1.0,1.0,4,4,True,True
26959395,1,1.0,1.0,3,3,True,True
26959395,2,1.0,1.0,3,3,True,True
26959395,3,1.0,1.0,3,3,True,True
15618640,1,1.0,1.0,3,4,True,True
15618640,2,1.0,1.0,3,4,True,True
15618640,3,1.0,1.0,3,4,True,True
15618640,4,1.0,1.0,3,4,True,True
23858266,1,1.0,1.0,3,4,True,True
23858266,2,1.0,1.0,3,4,True,True
23858266,3,1.0,1.0,3,4,True,True
23858266,4,1.0,1.0,3,4,True,True
25305165,1,1.0,1.0,2,4,True,True
25305165,2,1.0,1.0,2,4,True,True
25305165,3,1.0,1.0,2,4,True,True
11305011,1,0.75,0.75,4,4,False,False
11305011,2,0.625,0.75,4,4,False,False
11305011,3,0.875,0.75,4,4,False,False
11305011,4,0.75,0.75,4,4,False,False
24698156,1,1.0,1.0,1,4,True,True
24698156,2,1.0,1.0,1,4,True,True
24698156,3,1.0,1.0,1,4,True,True
24698156,4,1.0,1.0,1,4,True,True
24698156,5,1.0,1.0,1,4,True,True
17529566,1,1.0,1.0,5,6,True,True
17529566,2,1.0,1.0,5,6,True,True
17529566,3,0.9,0.8333333333333334,5,6,False,False
17529566,4,1.0,1.0,5,6,True,True
17529566,5,1.0,1.0,5,6,True,True
23305290,1,1.0,1.0,3,4,True,True
23305290,2,1.0,1.0,3,4,True,True
23305290,3,1.0,1.0,3,4,True,True
23305290,4,1.0,1.0,3,4,True,True
23305290,5,1.0,1.0,3,4,True,True
29917341,1,1.0,1.0,2,4,True,True
29917341,2,1.0,1.0,2,4,True,True
29917341,3,1.0,1.0,2,4,True,True
16336784,1,1.0,1.0,2,3,True,True
16336784,2,1.0,1.0,2,3,True,True
16336784,3,1.0,1.0,2,3,True,True
28120861,1,1.0,1.0,4,4,True,True
28120861,2,0.875,0.75,4,4,False,False
28120861,3,1.0,1.0,4,4,True,True
28120861,4,1.0,1.0,4,4,True,True
10023607,1,1.0,1.0,2,3,True,True
10023607,2,1.0,1.0,2,3,True,True
31376398,1,1.0,1.0,2,3,True,True
31376398,2,1.0,1.0,2,3,True,True
31376398,3,1.0,1.0,2,3,True,True
31376398,4,1.0,1.0,2,3,True,True
13328287,1,1.0,1.0,3,4,True,True
13328287,2,1.0,1.0,3,4,True,True
13328287,3,1.0,1.0,3,4,True,True
13328287,4,1.0,1.0,3,4,True,True
33377661,1,1.0,1.0,3,6,True,True
33377661,2,1.0,1.0,3,6,True,True
33377661,3,1.0,1.0,3,6,True,True
33377661,4,1.0,1.0,3,6,True,True
33377661,5,1.0,1.0,3,6,True,True
80393999,1,1.0,1.0,2,3,True,True
80393999,2,1.0,1.0,2,3,True,True
80393999,3,1.0,1.0,2,3,True,True
80393999,4,1.0,1.0,2,3,True,True
22556056,1,1.0,1.0,1,3,True,True
22556056,2,1.0,1.0,1,3,True,True
12700481,1,1.0,1.0,3,4,True,True
12700481,2,1.0,1.0,3,4,True,True
12700481,3,1.0,1.0,3,4,True,True
12700481,4,1.0,1.0,3,4,True,True
41541341,1,1.0,1.0,3,4,True,True
41541341,2,1.0,1.0,3,4,True,True
41541341,3,0.8571428571428572,0.75,3,4,False,False
41541341,4,1.0,1.0,3,4,True,True
13590705,1,1.0,1.0,2,3,True,True
13590705,2,1.0,1.0,2,3,True,True
13590705,3,1.0,1.0,2,3,True,True
13590705,4,1.0,1.0,2,3,True,True
22387171,1,1.0,1.0,4,6,True,True
22387171,2,1.0,1.0,4,6,True,True
22387171,3,1.0,1.0,4,6,True,True
22387171,4,1.0,1.0,4,6,True,True
22387171,5,1.0,1.0,4,6,True,True
10219651,1,1.0,1.0,2,4,True,True
10219651,2,1.0,1.0,2,4,True,True
10219651,3,1.0,1.0,2,4,True,True
10219651,4,1.0,1.0,2,4,True,True
10702280,1,1.0,1.0,3,4,True,True
10702280,2,1.0,1.0,3,4,True,True
10702280,3,1.0,1.0,3,4,True,True
31335856,1,1.0,1.0,4,4,True,True
31335856,2,1.0,1.0,4,4,True,True
31335856,3,0.8571428571428572,0.75,4,4,False,False
31335856,4,1.0,1.0,4,4,True,True
26704563,1,0.8333333333333334,0.6666666666666667,2,3,False,False
26704563,2,0.6666666666666667,0.6666666666666667,2,3,False,False
26704563,3,0.8333333333333334,0.6666666666666667,2,3,False,False
22151225,1,0.8571428571428572,0.75,4,4,False,False
22151225,2,1.0,1.0,4,4,True,True
22151225,3,0.8571428571428572,0.75,4,4,False,False
22151225,4,1.0,1.0,4,4,True,True
28376419,1,1.0,1.0,2,3,True,True
28376419,2,1.0,1.0,2,3,True,True
28376419,3,1.0,1.0,2,3,True,True
28376419,4,1.0,1.0,2,3,True,True
20822854,1,1.0,1.0,2,4,True,True
20822854,2,1.0,1.0,2,4,True,True
20822854,3,1.0,1.0,2,4,True,True
31133384,1,0.8571428571428572,0.75,3,4,False,False
31133384,2,0.8571428571428572,0.75,3,4,False,False
31133384,3,0.8571428571428572,0.75,3,4,False,False
31133384,4,0.8571428571428572,0.75,3,4,False,False
28598024,1,1.0,1.0,4,3,True,True
28598024,2,1.0,1.0,4,3,True,True
28598024,3,1.0,1.0,4,3,True,True
28598024,4,1.0,1.0,4,3,True,True
28598024,5,0.8571428571428572,0.6666666666666667,4,3,False,False
28598024,6,1.0,1.0,4,3,True,True
28598024,7,1.0,1.0,4,3,True,True
28598024,8,1.0,1.0,4,3,True,True
28598024,9,0.8571428571428572,0.6666666666666667,4,3,False,False
18966822,1,1.0,1.0,2,5,True,True
18966822,2,0.8888888888888888,0.8,2,5,False,False
18966822,3,1.0,1.0,2,5,True,True
18966822,4,1.0,1.0,2,5,True,True
45140777,1,1.0,1.0,3,4,True,True
45140777,2,0.8571428571428572,0.75,3,4,False,False
45140777,3,1.0,1.0,3,4,True,True
45140777,4,1.0,1.0,3,4,True,True
11685484,1,0.8571428571428572,0.75,2,4,False,False
11685484,2,1.0,1.0,2,4,True,True
11685484,3,0.8571428571428572,0.75,2,4,False,False
11685484,4,1.0,1.0,2,4,True,True
28205828,1,1.0,1.0,2,4,True,True
28205828,2,1.0,1.0,2,4,True,True
28205828,3,1.0,1.0,2,4,True,True
28205828,4,1.0,1.0,2,4,True,True
68601347,1,1.0,1.0,3,4,True,True
68601347,2,1.0,1.0,3,4,True,True
68601347,3,1.0,1.0,3,4,True,True
68601347,4,1.0,1.0,3,4,True,True
65794446,1,1.0,1.0,4,4,True,True
65794446,2,0.8571428571428572,0.75,4,4,False,False
65794446,3,1.0,1.0,4,4,True,True
65794446,4,0.8571428571428572,0.75,4,4,False,False
65794446,5,1.0,1.0,4,4,True,True
10755258,1,1.0,1.0,3,4,True,True
10755258,2,0.8571428571428572,0.75,3,4,False,False
10755258,3,1.0,1.0,3,4,True,True
10755258,4,1.0,1.0,3,4,True,True
46379227,1,0.7142857142857143,0.5,3,4,False,False
46379227,2,0.8571428571428572,0.75,3,4,False,False
46379227,3,0.8571428571428572,0.75,3,4,False,False
46379227,4,0.7142857142857143,0.5,3,4,False,False
39491094,1,0.8571428571428572,0.75,2,4,False,False
39491094,2,1.0,1.0,2,4,True,True
39491094,3,0.8571428571428572,0.75,2,4,False,False
39491094,4,0.8571428571428572,0.75,2,4,False,False
31761373,1,1.0,1.0,3,4,True,True
31761373,2,1.0,1.0,3,4,True,True
31761373,3,1.0,1.0,3,4,True,True
31761373,4,1.0,1.0,3,4,True,True
18394595,1,1.0,1.0,2,3,True,True
18394595,2,1.0,1.0,2,3,True,True
18394595,3,1.0,1.0,2,3,True,True
88016703,1,1.0,1.0,3,4,True,True
88016703,2,0.8571428571428572,0.75,3,4,False,False
88016703,3,1.0,1.0,3,4,True,True
88016703,4,0.8571428571428572,0.75,3,4,False,False
30302713,1,1.0,1.0,3,4,True,True
30302713,2,1.0,1.0,3,4,True,True
30302713,3,1.0,1.0,3,4,True,True
30302713,4,1.0,1.0,3,4,True,True
30302713,5,1.0,1.0,3,4,True,True
55727681,1,1.0,1.0,4,4,True,True
55727681,2,1.0,1.0,4,4,True,True
55727681,3,0.8571428571428572,0.75,4,4,False,False
55727681,4,1.0,1.0,4,4,True,True
30462936,1,1.0,1.0,2,4,True,True
30462936,2,1.0,1.0,2,4,True,True
30462936,3,1.0,1.0,2,4,True,True
30462936,4,1.0,1.0,2,4,True,True
29360324,1,1.0,1.0,2,3,True,True
29360324,2,1.0,1.0,2,3,True,True
29360324,3,1.0,1.0,2,3,True,True
29360324,4,1.0,1.0,2,3,True,True
15212737,1,0.8333333333333334,0.6666666666666667,4,3,False,False
15212737,2,1.0,1.0,4,3,True,True
15212737,3,1.0,1.0,4,3,True,True
15212737,4,0.8333333333333334,0.6666666666666667,4,3,False,False
23512890,1,0.8888888888888888,0.8333333333333334,3,6,False,False
23512890,2,1.0,1.0,3,6,True,True
23512890,3,1.0,1.0,3,6,True,True
23512890,4,0.8888888888888888,0.8333333333333334,3,6,False,False
23512890,5,1.0,1.0,3,6,True,True
32128001,1,1.0,1.0,3,4,True,True
32128001,2,1.0,1.0,3,4,True,True
32128001,3,1.0,1.0,3,4,True,True
32128001,4,1.0,1.0,3,4,True,True
33905060,1,1.0,1.0,3,3,True,True
33905060,2,1.0,1.0,3,3,True,True
33905060,3,0.8333333333333334,0.6666666666666667,3,3,False,False
28956495,1,1.0,1.0,2,3,True,True
28956495,2,1.0,1.0,2,3,True,True
20509312,1,1.0,1.0,2,4,True,True
20509312,2,1.0,1.0,2,4,True,True
20509312,3,1.0,1.0,2,4,True,True
20509312,4,1.0,1.0,2,4,True,True
33576919,1,1.0,1.0,2,3,True,True
33576919,2,1.0,1.0,2,3,True,True
33576919,3,1.0,1.0,2,3,True,True
16718529,1,1.0,1.0,3,4,True,True
16718529,2,1.0,1.0,3,4,True,True
16718529,3,1.0,1.0,3,4,True,True
16718529,4,1.0,1.0,3,4,True,True
13416307,1,1.0,1.0,2,3,True,True
13416307,2,1.0,1.0,2,3,True,True
13416307,3,1.0,1.0,2,3,True,True
81049953,1,1.0,1.0,2,3,True,True
81049953,2,1.0,1.0,2,3,True,True
81049953,3,1.0,1.0,2,3,True,True
81049953,4,1.0,1.0,2,3,True,True
74973789,1,1.0,1.0,2,3,True,True
74973789,2,1.0,1.0,2,3,True,True
74973789,3,1.0,1.0,2,3,True,True
24197490,1,1.0,1.0,1,5,True,True
24197490,2,1.0,1.0,1,5,True,True
24197490,3,1.0,1.0,1,5,True,True
24197490,4,1.0,1.0,1,5,True,True
24197490,5,1.0,1.0,1,5,True,True
24197490,6,1.0,1.0,1,5,True,True
24197490,7,1.0,1.0,1,5,True,True
24197490,8,1.0,1.0,1,5,True,True
24197490,9,1.0,1.0,1,5,True,True
29651002,1,1.0,1.0,2,3,True,True
29651002,2,1.0,1.0,2,3,True,True
29651002,3,1.0,1.0,2,3,True,True
14324219,1,1.0,1.0,5,4,True,True
14324219,2,1.0,1.0,5,4,True,True
14324219,3,1.0,1.0,5,4,True,True
14324219,4,0.875,0.75,5,4,False,False
14324219,5,1.0,1.0,5,4,True,True
22545929,1,1.0,1.0,2,4,True,True
22545929,2,1.0,1.0,2,4,True,True
22545929,3,1.0,1.0,2,4,True,True
12821655,1,1.0,1.0,4,3,True,True
12821655,2,1.0,1.0,4,3,True,True
12821655,3,1.0,1.0,4,3,True,True
12821655,4,0.8571428571428572,0.6666666666666667,4,3,False,False
12821655,5,1.0,1.0,4,3,True,True
30489452,1,1.0,1.0,3,4,True,True
30489452,2,1.0,1.0,3,4,True,True
30489452,3,0.8571428571428572,0.75,3,4,False,False
30489452,4,1.0,1.0,3,4,True,True
31085234,1,1.0,1.0,1,4,True,True
31085234,2,1.0,1.0,1,4,True,True
31085234,3,1.0,1.0,1,4,True,True
31085234,4,1.0,1.0,1,4,True,True
49391585,1,1.0,1.0,3,4,True,True
49391585,2,1.0,1.0,3,4,True,True
49391585,3,1.0,1.0,3,4,True,True
49391585,4,1.0,1.0,3,4,True,True
10557009,1,1.0,1.0,3,4,True,True
10557009,2,1.0,1.0,3,4,True,True
10557009,3,1.0,1.0,3,4,True,True
10557009,4,1.0,1.0,3,4,True,True
10557009,5,1.0,1.0,3,4,True,True
33129048,1,1.0,1.0,2,3,True,True
33129048,2,1.0,1.0,2,3,True,True
33129048,3,1.0,1.0,2,3,True,True
33129048,4,1.0,1.0,2,3,True,True
28960855,1,1.0,1.0,2,3,True,True
28960855,2,1.0,1.0,2,3,True,True
28960855,3,1.0,1.0,2,3,True,True
28960855,4,1.0,1.0,2,3,True,True
28960855,5,1.0,1.0,2,3,True,True
28048541,1,1.0,1.0,3,4,True,True
